AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0113EK40863,CAMDEN,2,530530,181530,1,3 Pedestrian,2 Female,25-59,33,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113EK40863,CAMDEN,2,530530,181530,2,3 Pedestrian,1 Male,25-59,46,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113EK40865,CAMDEN,2,530120,182080,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40865,CAMDEN,2,530120,182080,2,3 Pedestrian,2 Female,25-59,25,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EK40866,CAMDEN,2,526030,186240,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40867,CAMDEN,2,529080,184060,2,2 Passenger,1 Male,0-15,5,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EK40867,CAMDEN,2,529080,184060,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EK40868,CAMDEN,2,530770,181590,1,3 Pedestrian,2 Female,60+,61,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113EK40869,CAMDEN,2,530120,182090,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40870,CAMDEN,2,529720,182640,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40871,CAMDEN,2,526400,184370,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EK40872,CAMDEN,2,529700,182080,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40873,CAMDEN,2,529430,183460,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40875,CAMDEN,2,528960,184390,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40877,CAMDEN,2,529730,184880,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40878,CAMDEN,2,529970,182290,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40880,CAMDEN,2,531140,182020,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EK40882,CAMDEN,2,530690,181840,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113EK40882,CAMDEN,2,530690,181840,2,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113EK40883,CAMDEN,2,527270,185160,1,3 Pedestrian,1 Male,25-59,44,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113EK40885,CAMDEN,2,530300,181870,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113EK40887,CAMDEN,2,528950,184340,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113EK40888,CAMDEN,2,526960,183830,1,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40889,CAMDEN,2,531210,182030,1,1 Driver/Rider,1 Male,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40890,CAMDEN,2,525510,184770,1,3 Pedestrian,2 Female,25-59,46,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113EK40891,CAMDEN,2,530500,181540,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EK40892,CAMDEN,2,530060,182800,1,3 Pedestrian,2 Female,60+,66,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EK40893,CAMDEN,2,529980,182310,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40894,CAMDEN,2,528300,184620,1,3 Pedestrian,1 Male,60+,78,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0113EK40896,CAMDEN,2,524740,185100,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40897,CAMDEN,2,529000,185100,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EK40898,CAMDEN,2,530580,181350,1,2 Passenger,1 Male,60+,63,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113EK40899,CAMDEN,2,530000,181550,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EK40901,CAMDEN,2,529250,184290,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EK40902,CAMDEN,2,529060,184400,1,1 Driver/Rider,1 Male,25-59,51,1,2 Serious,-2 Unknown,-2 N/A,5 Taxi, 
0113EK40910,CAMDEN,2,528300,185090,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40913,CAMDEN,2,530940,181950,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40916,CAMDEN,2,529570,182480,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EK40925,CAMDEN,2,528690,185650,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40934,CAMDEN,2,528710,182740,1,1 Driver/Rider,1 Male,60+,79,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40938,CAMDEN,2,529560,181800,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40939,CAMDEN,2,529440,184530,1,3 Pedestrian,1 Male,25-59,25,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EK40940,CAMDEN,2,528440,184300,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40941,CAMDEN,2,528980,185440,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40945,CAMDEN,2,528670,184160,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK49029,CAMDEN,2,530600,181300,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK49061,CAMDEN,2,530050,182780,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113EO40079,CAMDEN,2,530110,184190,1,3 Pedestrian,1 Male,25-59,32,1,2 Serious,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0113EO40081,CAMDEN,2,530310,183670,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40132,CAMDEN,2,530010,184620,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40138,CAMDEN,2,531564,181661,1,3 Pedestrian,2 Female,25-59,48,1,3 Slight,10 Unknown,3 From Drivers O/Side,1 Pedestrian, 
0113EO40141,CAMDEN,2,530090,184200,2,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40141,CAMDEN,2,530090,184200,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113EO40193,CAMDEN,2,530340,182990,1,2 Passenger,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40200,CAMDEN,2,530430,183000,1,2 Passenger,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40209,CAMDEN,2,530020,184560,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40256,CAMDEN,2,528610,187340,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40282,CAMDEN,2,530320,183680,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40308,CAMDEN,2,531000,181970,1,1 Driver/Rider,2 Female,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40325,CAMDEN,2,530320,183540,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40342,CAMDEN,2,530320,182970,1,2 Passenger,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113EO40413,CAMDEN,2,531470,181950,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40445,CAMDEN,2,530320,183000,1,3 Pedestrian,1 Male,16-24,22,1,2 Serious,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0113EO40499,CAMDEN,2,530320,183620,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40511,CAMDEN,2,530320,182980,1,3 Pedestrian,1 Male,25-59,25,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113EO40582,CAMDEN,2,531030,182000,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EO40595,CAMDEN,2,530450,183000,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40597,CAMDEN,2,530530,183010,2,3 Pedestrian,2 Female,0-15,10,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113EO40597,CAMDEN,2,530530,183010,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40605,CAMDEN,2,530020,184570,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40610,CAMDEN,2,531570,181670,2,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40610,CAMDEN,2,531570,181670,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113EO40641,CAMDEN,2,530090,184200,1,3 Pedestrian,1 Male,25-59,35,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0113EO40683,CAMDEN,2,530430,183010,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113EO40683,CAMDEN,2,530430,183010,2,2 Passenger,1 Male,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113EO40789,CAMDEN,2,530220,183880,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40829,CAMDEN,2,531520,181800,1,3 Pedestrian,1 Male,25-59,40,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113EO40829,CAMDEN,2,531520,181800,2,1 Driver/Rider,1 Male,25-59,53,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40833,CAMDEN,2,530320,183680,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO49008,CAMDEN,2,525730,183490,1,3 Pedestrian,2 Female,60+,82,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0113QK50033,CAMDEN,2,525470,183540,2,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113QK50033,CAMDEN,2,525470,183540,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113QK50078,CAMDEN,2,525180,183920,1,2 Passenger,2 Female,60+,81,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113QK50094,CAMDEN,2,525350,183700,1,2 Passenger,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113QK50105,CAMDEN,2,525140,183990,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113QK50240,CAMDEN,2,525350,183710,1,3 Pedestrian,1 Male,16-24,17,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113QK50316,CAMDEN,2,525530,183460,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113QK50398,CAMDEN,2,525050,184080,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113QK50398,CAMDEN,2,525050,184080,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113QK50528,CAMDEN,2,525200,183910,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113QK50683,CAMDEN,2,525500,183500,1,2 Passenger,2 Female,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113QK50713,CAMDEN,2,525470,183530,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0113QK50838,CAMDEN,2,525120,184010,1,3 Pedestrian,2 Female,25-59,30,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0113SX20403,CAMDEN,2,525090,186000,1,3 Pedestrian,1 Male,25-59,34,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113SX20887,CAMDEN,2,525080,186040,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113TB00003,CAMDEN,2,530520,181880,1,2 Passenger,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113TB00033,CAMDEN,2,530440,181660,1,3 Pedestrian,2 Female,25-59,57,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113TB00033,CAMDEN,2,530440,181660,2,3 Pedestrian,1 Male,60+,63,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113TB00035,CAMDEN,2,525440,183590,1,3 Pedestrian,1 Male,25-59,32,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113TB00042,CAMDEN,2,528100,184390,1,1 Driver/Rider,2 Female,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113TB00061,CAMDEN,2,528210,184390,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113TB00061,CAMDEN,2,528210,184390,2,2 Passenger,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113TB00075,CAMDEN,2,530310,183700,1,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113TD00058,CAMDEN,2,525480,183540,1,2 Passenger,1 Male,25-59,52,1,1 Fatal,-2 Unknown,-2 N/A,4 Car, 
0113TD00077,CAMDEN,2,530560,181530,1,1 Driver/Rider,1 Male,25-59,54,1,1 Fatal,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113TD00095,CAMDEN,2,525370,183680,1,3 Pedestrian,1 Male,60+,69,1,1 Fatal,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0113TD00137,CAMDEN,2,530460,181680,1,1 Driver/Rider,1 Male,60+,69,1,1 Fatal,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113YR90065,CAMDEN,2,528750,187290,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113YR90488,CAMDEN,2,528720,187300,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113YR90488,CAMDEN,2,528720,187300,2,2 Passenger,2 Female,25-59,33,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113CP00193,ISLINGTON,3,532940,181890,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113CP00290,ISLINGTON,3,532940,181890,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40088,ISLINGTON,3,529820,184990,1,2 Passenger,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EK40107,ISLINGTON,3,531430,182050,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40113,ISLINGTON,3,529810,184980,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EK40117,ISLINGTON,3,530990,182510,1,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40266,ISLINGTON,3,529810,184980,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40321,ISLINGTON,3,531420,182060,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40478,ISLINGTON,3,530970,182530,1,3 Pedestrian,2 Female,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113EK40597,ISLINGTON,3,528960,186370,1,1 Driver/Rider,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EK40695,ISLINGTON,3,530800,182730,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EK40766,ISLINGTON,3,529820,184970,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EK40804,ISLINGTON,3,529960,184830,2,3 Pedestrian,1 Male,16-24,17,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113EK40804,ISLINGTON,3,529960,184830,1,2 Passenger,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113EK40879,ISLINGTON,3,529120,185900,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40001,ISLINGTON,3,531030,186540,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40002,ISLINGTON,3,530220,186250,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40003,ISLINGTON,3,531160,182860,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40004,ISLINGTON,3,532550,184510,4,2 Passenger,2 Female,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40004,ISLINGTON,3,532550,184510,3,2 Passenger,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40004,ISLINGTON,3,532550,184510,1,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40004,ISLINGTON,3,532550,184510,2,2 Passenger,2 Female,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40005,ISLINGTON,3,529810,186630,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40006,ISLINGTON,3,529280,186470,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40007,ISLINGTON,3,531090,186230,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,10 Unknown,3 From Drivers O/Side,1 Pedestrian, 
0113EO40007,ISLINGTON,3,531090,186230,2,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40008,ISLINGTON,3,531510,184820,1,3 Pedestrian,1 Male,60+,72,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113EO40009,ISLINGTON,3,529710,186690,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40010,ISLINGTON,3,531890,183840,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40012,ISLINGTON,3,530460,185990,2,3 Pedestrian,2 Female,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EO40012,ISLINGTON,3,530460,185990,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40013,ISLINGTON,3,531240,186610,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40013,ISLINGTON,3,531240,186610,2,3 Pedestrian,2 Female,25-59,31,1,3 Slight,10 Unknown,4 From Drivers O/Side Msk,1 Pedestrian, 
0113EO40014,ISLINGTON,3,531380,182680,2,3 Pedestrian,2 Female,25-59,32,1,3 Slight,10 Unknown,1 From Drivers N/Side,1 Pedestrian, 
0113EO40014,ISLINGTON,3,531380,182680,1,3 Pedestrian,2 Female,25-59,33,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EO40016,ISLINGTON,3,531150,186550,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113EO40017,ISLINGTON,3,530580,185110,2,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40017,ISLINGTON,3,530580,185110,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113EO40017,ISLINGTON,3,530580,185110,3,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40018,ISLINGTON,3,530590,184990,1,3 Pedestrian,2 Female,25-59,49,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0113EO40019,ISLINGTON,3,529280,186470,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40020,ISLINGTON,3,530760,183040,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113EO40021,ISLINGTON,3,530130,186350,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40022,ISLINGTON,3,531390,183930,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40023,ISLINGTON,3,531390,183130,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40024,ISLINGTON,3,530560,186080,1,3 Pedestrian,1 Male,16-24,19,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113EO40025,ISLINGTON,3,530020,185280,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40027,ISLINGTON,3,530740,183680,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40028,ISLINGTON,3,531620,184710,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113EO40029,ISLINGTON,3,529660,186700,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40030,ISLINGTON,3,531220,184800,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40031,ISLINGTON,3,531600,184750,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40032,ISLINGTON,3,533040,184810,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113EO40033,ISLINGTON,3,531490,182980,1,2 Passenger,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113EO40034,ISLINGTON,3,532200,182310,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113EO40035,ISLINGTON,3,531420,182060,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40036,ISLINGTON,3,531890,182550,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113EO40038,ISLINGTON,3,531660,184170,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
